feature 1	feature 2	label
-8.512568697374824	-5.913705892192858	4.0
-4.549040019722722	-2.777196161583835	3.0
6.720018113150347	-5.1505668284254895	0.0
-10.733944175981877	-6.025486102695826	4.0
-2.2329689677803217	-3.924297831675532	3.0
-8.38369586582255	-1.7326747501600388	1.0
-3.620974786543492	0.15055389900730015	2.0
-3.964293307304043	-2.184304819111709	3.0
6.39016365972578	-7.187711612547964	0.0
-3.4477709886138177	-2.3506282414671906	3.0
5.550889865630029	-7.69736156084682	0.0
8.871173794929314	-7.790180938410463	0.0
-3.2723727196880894	-2.567393558473018	3.0
8.142936331970859	-5.686614326385591	0.0
-9.350627024547672	-4.379411536618712	4.0
-3.580263886081732	-0.5669020977871493	2.0
-7.5451563909751584	-6.494405950413748	4.0
8.140569762194957	-6.251461723561711	0.0
-3.7875625627791747	-3.790331267225608	3.0
-4.480179925143397	1.1505153129093233	2.0
-8.471104478983323	-5.494662355042021	4.0
-8.073814514106203	-4.468838104320255	4.0
-7.968161474749831	-4.142466896797082	1.0
6.500629397957067	-6.093698507462696	0.0
6.846279656748589	-4.062457928892476	0.0
-4.560480773530689	-0.19524880354417384	2.0
8.957531447340067	-6.691953808683499	0.0
-2.175693438964707	-2.809966349464944	3.0
-8.73235951659046	-5.165265126101917	4.0
-4.6921634210544605	-3.0697011712869635	3.0
5.349907193849879	-6.736106774358015	0.0
-8.912072857963887	-3.529333356046763	1.0
-6.7848035782867875	-3.827398974636911	1.0
-4.45769454548423	-4.715985114858874	3.0
-3.0186975815307617	-3.9084370017545225	3.0
-5.5788823923453	-4.349329157778462	3.0
-8.082469717629314	-5.031226916798227	1.0
-3.5988652979585596	-5.210181955282739	3.0
-4.475115197574474	-3.8028185222096935	3.0
-4.604374483109702	-5.436237707456289	4.0
-2.6843711113672097	-4.1425813802369955	3.0
-9.141964809282179	-2.768383485919292	1.0
-4.042339332564419	-3.7760367637153487	3.0
-4.3346578704971375	-3.1606065620280757	3.0
-3.3970302780346264	0.18068223923596616	2.0
-8.133218093182373	-2.177738711886534	1.0
-5.425906369353676	-4.338377052986499	3.0
7.895028240906251	-7.335650625460314	0.0
-9.924523111757482	-2.258094286623168	1.0
-9.599244155149542	-6.211486526436525	4.0
-9.171102270919723	-6.636082950577177	4.0
-8.798593802738287	-4.49477205296532	4.0
-3.4505337341845	-3.3627847682772183	3.0
-5.3088560047413695	-4.794536714184594	3.0
-4.558825764185872	1.0765017128794219	2.0
-9.977183194216389	-4.196194201927673	1.0
-7.937329819101895	-3.0146624951738477	1.0
-2.6119454520283103	-4.219760173023709	3.0
-8.005137230111352	-3.5780506767413964	1.0
7.657981149714962	-6.407201400249373	0.0
-8.05964916463526	-4.530064852625065	4.0
6.260813384062449	-7.268948930928122	0.0
-6.972447245980142	-0.35555487030830957	2.0
-5.819367845032735	-5.23215281907648	4.0
-4.0933621879400555	-4.202990459639718	3.0
-8.961068271727873	-3.960145974708653	4.0
-9.758155654050709	-2.4392192602570306	1.0
-5.278724039880407	2.938124954347765	2.0
-2.3967404838585145	-3.2573458990622477	3.0
-9.011824364578043	-2.121078660742637	1.0
-4.838994665089101	-3.813878079932035	3.0
-9.1467178831693	-4.600774730828006	4.0
-8.0046603822176	-4.675178888000474	4.0
-4.3660548272755	1.702386274155693	2.0
-6.8027993804236395	-4.127256399771405	4.0
-9.618477480105758	-4.539321149552316	4.0
-7.669888837042219	-2.9335853825963474	1.0
-7.023319287576036	-3.012292917165604	4.0
-7.844359607006511	-4.792109038833503	4.0
-7.7880596816977565	-3.6791924021897175	4.0
-10.294676560980319	-4.441563129228255	1.0
-4.51733843473776	-0.7391643838199276	2.0
-8.445811111740607	-1.833941193824166	1.0
-5.338970230632051	-4.445862342859896	3.0
7.081665133808751	-6.262067298452892	0.0
-5.074170023468629	1.5338001078017198	2.0
-8.942015545893018	-1.1012389535723275	1.0
6.574177791001008	-6.976370057545431	0.0
-1.901814913960894	-3.2189947461202006	3.0
-4.54465756946143	-5.907527777833524	3.0
5.9745888849402125	-3.7506039254004806	0.0
-9.175777701421731	-4.8780370971859845	4.0
-8.257659373789693	-3.2269017914314597	1.0
-8.169098776866534	-6.322077760116049	4.0
-3.6355596142195776	0.8661784792372336	2.0
-4.860833134634536	2.8423790037922725	2.0
7.210141311064155	-4.8804878305808	0.0
5.747619949819237	-6.041077507643216	0.0
8.624739911061988	-5.436478400587912	0.0
-7.6885375887216	-3.6359744265510527	4.0
-5.961742190071088	-1.9688729558623184	3.0
-9.601849321621161	-1.9055873368316107	1.0
-3.971299547425195	-4.333322574483643	3.0
-9.031808379642028	-1.6580510560965072	1.0
-8.413658021726024	-1.6634632679599692	1.0
-10.21133405660931	-2.5260135349110615	1.0
-7.357425945319798	-5.021639065676417	4.0
-7.357136410728241	-3.583634584967961	1.0
-4.285731881868384	0.7065669473304789	2.0
6.053668563551619	-7.324043549932732	0.0
6.8885743131732315	-7.404199341909971	0.0
-1.3398889528700324	-3.9367830110524253	3.0
6.128924490298875	-5.014753307886408	0.0
-4.697322449293535	-4.080571046146575	3.0
-8.136654424997618	-4.509777726616223	1.0
-5.9032197781318	2.7150006957233237	2.0
-4.700748971523819	-3.36409221927505	3.0
-2.9096075572203612	-2.4036392095349495	3.0
6.370694805809672	-5.440505547233529	0.0
-6.870652864322418	-5.088001557449402	4.0
-9.180960934618685	-1.8026961728527737	1.0
-3.811983706556924	-4.185809484404476	3.0
6.149658733404606	-5.238247272044022	0.0
6.565646087180612	-7.140924285459938	0.0
-7.100927142278095	-5.066062817247301	4.0
-3.8255455247167767	0.2447095688665913	2.0
-5.007192230557694	1.4231104185054795	2.0
-9.457862239368206	-3.075787610678798	1.0
-7.300930051008282	-4.696487545586835	4.0
-4.799284932189186	-4.024428778949626	3.0
4.521595333907291	-5.660734188094153	0.0
-8.886167305569009	-4.406660210885977	1.0
-5.288206491168369	-5.1521101019569375	3.0
7.056709315090885	-5.3769770812405655	0.0
-8.478939004450066	-4.447939450646791	4.0
-3.600570563401215	0.5836052970909421	2.0
-7.081633988977605	-4.096111174268002	4.0
-6.826387542694703	-4.774962494852893	4.0
-3.899003168883723	2.236520146959603	2.0
-7.442311162096722	-4.80565065678089	4.0
-10.389885960993146	-1.074507737427524	1.0
6.981422684113316	-5.742007666267875	0.0
-6.990211115336569	-6.961598120648289	4.0
-11.138331786368441	-3.291820336292317	1.0
-7.237330243417238	-3.082391923833884	1.0
-7.358589446598479	-4.947115544019071	4.0
-7.390674128518985	-5.998945027188913	4.0
-5.695488646717605	0.01479311409096462	2.0
-4.968380795737874	-5.38107908209834	3.0
-2.218442574005286	0.17961202015197741	2.0
-5.974803843773548	-0.3299736346883274	2.0
-11.36883059612785	-1.5411569031210413	1.0
-3.9453534672059978	-3.666786946037412	3.0
-8.995110092013169	-3.733817022023477	1.0
7.655987983975586	-6.999650073753654	0.0
-7.133946069889324	-5.89672871442753	4.0
-10.5653872780192	-3.2914254113596497	1.0
-7.726294843132417	-2.1587144447015256	1.0
-8.766801096278954	-3.4042454965405544	1.0
-2.4395342541410416	-4.434508229495975	3.0
6.1401923466138975	-6.505809382043211	0.0
-7.469264265475067	-4.712328283830869	4.0
7.831089604651177	-7.235106110888248	0.0
-6.456298052251323	1.3884374640135864	2.0
-8.071263714096014	-3.0532383047975054	1.0
-10.470791846861243	-3.105281199760083	1.0
-8.063212219764358	-6.052827411121663	4.0
5.969029900122681	-6.840721910374221	0.0
-10.306638298000925	-4.177396543482094	1.0
-3.4475506363047295	-2.518742731391531	3.0
6.651413927783442	-6.476393099141501	0.0
-7.972686885249321	-5.659220515545986	4.0
-7.977408803996205	-3.862386294257588	4.0
-6.494333839639304	-3.8991578225091077	4.0
-8.52538864404248	-1.9742386961645186	1.0
-8.481588610455699	-3.326098897849716	1.0
6.9394284768730286	-9.133795555343546	0.0
-8.962767957376837	-2.931331970059055	1.0
-3.5624975830257286	0.5473629934910569	2.0
7.121545785497961	-7.0451331137121995	0.0
5.879944457035728	-5.694172032031062	0.0
-5.197737897634205	-3.8400420532169814	3.0
7.027037341179563	-7.9686000788757685	0.0
-7.108398777580116	-4.79463243697354	1.0
-2.390401464374782	-3.793032339224067	3.0
-5.539682406990344	-4.538934330555638	3.0
-5.392070585115573	-2.0052498119068027	2.0
-8.069949426922223	-3.675885859442947	1.0
8.170789093657365	-7.472914029533303	0.0
5.940107659805469	-4.910724069449049	0.0
-8.431574291745584	-3.2785958713676435	1.0
-6.192350046407894	-5.7971749888380435	4.0
-7.75938405154133	-2.6875209173156938	1.0
6.771571592769169	-6.23804992736674	0.0
-7.931583304865266	-3.9850142788790075	1.0
-4.785151946868045	1.8093253649142687	2.0
6.349704352354823	-6.621962635416308	0.0
-5.742507386153667	-1.2290107412245042	2.0
7.562332150867483	-8.15787026122444	0.0
-7.705633843733755	-1.6134017374441316	1.0
-3.2004831860057243	-3.3566241285974203	3.0
-8.678038547757463	-4.897027222038904	4.0
-9.510861506554567	-2.4809233894238756	1.0
-10.290915975078851	-3.8584067934119846	1.0
-2.544122561931152	-4.814861009895356	3.0
-4.058558816335124	-3.0807588480705554	3.0
-2.4770153165540645	-5.645348656104261	3.0
-5.054809532464931	1.5621790273284235	2.0
-5.94182847569097	-0.24567580925628774	2.0
-7.551981946509211	0.19942099519816203	1.0
8.524482105851764	-8.119956840868667	0.0
-5.1693639026405895	-0.055063909752190665	2.0
7.746911013318567	-6.823656970255132	0.0
8.954626313844756	-6.202393469777134	0.0
-7.458857319606093	-5.408544333741968	4.0
-8.45455262184845	-5.5662520023000654	4.0
-4.818526514774423	1.1350052361361787	2.0
-3.864861426283681	-5.442226587775643	3.0
-9.142399697622002	-1.2514395262385993	1.0
-4.638566591476111	0.5665860709377347	2.0
-4.51728959969542	0.2487608136969049	2.0
-3.809614720474607	0.058349676104685555	2.0
-9.01648430702418	-3.3170960179959317	1.0
-10.221531291221524	-2.7095305225339685	1.0
-4.395210870872464	-2.992365716981587	3.0
5.382052101674592	-9.888341222737768	0.0
-3.6888946518675936	-3.7108216357077053	3.0
-5.71568235259275	-0.5243246783464848	2.0
-9.91738947885945	-3.5456928728500325	1.0
8.50423403838329	-6.622453042751904	0.0
-4.257739677539258	2.65034512869681	2.0
8.226317571210519	-5.662319667240107	0.0
-3.718732839512456	-1.8285743057291377	3.0
6.623561319681352	-7.76160432893504	0.0
-5.835987222606743	0.7837208109182445	2.0
6.298493256641359	-7.250352441431698	0.0
6.413224012379388	-7.635089695873019	0.0
-8.837723568877394	-2.711528189041432	1.0
-5.57099221208364	-0.4293074720806098	2.0
-9.09709981661316	-4.218105230202356	4.0
-3.8482767924235213	1.920375892753467	2.0
6.703848168330616	-5.005307020613507	0.0
-2.97678009442553	-3.2683831946318627	3.0
-4.8772671964556675	-4.609356918444609	3.0
-8.28518811633877	-4.4034575277082295	4.0
-5.312770260361988	0.45409913073554764	2.0
-4.191251374237871	0.6976239084697902	2.0
-7.061226057628085	-2.947018435747478	3.0
-8.854465480771587	-2.978251870434606	1.0
-8.517591035014409	-2.0939841727858903	1.0
-8.27586426573004	-3.1569608419025745	1.0
-9.146410866181895	-3.493456934377608	1.0
-7.25602767872955	-5.589303169637496	4.0
7.7675095208834835	-5.783329705073407	0.0
-4.682292070526211	-4.57321738249574	3.0
-2.2758684774462776	-3.4116857634526996	3.0
-8.465261525505252	-3.4117775685562695	1.0
-4.762538515715038	1.1023213207971132	2.0
-5.85551226444416	-0.41196927156484064	2.0
-4.06139334656138	1.6156178196042184	2.0
-5.281950508871077	1.647294369969249	2.0
-5.7181750221505325	0.3423290007740453	2.0
-9.683753600921149	-3.551910549351644	1.0
-6.186617971097434	1.1438594161714772	2.0
-2.9037808184669758	1.0983930854970414	2.0
-3.5032388814092528	-2.68338761365094	3.0
6.130170055188237	-5.007589553413737	0.0
-2.8544087516725245	2.266986179383372	2.0
8.13092815888524	-5.940279106041968	0.0
-7.998793344314697	-5.427867913126401	4.0
8.111475323197379	-4.348335466389123	0.0
-8.112520442651158	-1.978623752478293	1.0
-3.94564475234034	1.1959999723580559	2.0
-4.763191990293736	0.7862918196432013	2.0
7.4820118089940255	-7.364970072509303	0.0
-9.724270727494174	-4.422957149191205	4.0
-3.5244390339671288	-4.619684518923413	3.0
-4.874994317375449	-2.868449251280807	3.0
6.60601459505627	-7.933687828853692	0.0
7.859268908585645	-5.898290952432178	0.0
-2.4970538484952725	-4.737504232189382	3.0
-3.4539731330845953	0.527663376078084	2.0
-7.260745521724372	-0.8269635111075744	1.0
-7.865810788311897	-3.329977620563379	4.0
-4.847354704329825	-5.1548274824853255	3.0
-10.553454434568208	-3.7452938008646894	1.0
-4.214085744787178	0.2210207428182962	2.0
-8.574685518745861	-4.577050914189163	4.0
-4.534208998565285	1.5001489003315756	2.0
-5.911083474261268	1.2341657500627774	2.0
-7.018070166954797	-3.929404608611949	4.0
7.898168837807388	-7.141500262726105	0.0
5.878146759333657	-6.167381603684704	0.0
-8.807986105639502	-5.9958961723641435	4.0
-4.968879181259277	-0.24685016115068836	2.0
-8.045427691433845	-5.555342703047799	4.0
-4.326045431343343	-0.6818296130171047	2.0
6.18721210786898	-4.248450729629283	0.0
-7.48191883624906	-4.438604925678637	4.0
-3.925421864639416	-5.168864550105705	3.0
4.923647451601582	-6.426367476414896	0.0
-5.704589124825468	-0.05108560338799695	2.0
-3.4969584035586765	-4.033000987879106	3.0
-4.153794090187177	-3.1964202961314934	3.0
-6.381052945755195	-6.416198015407501	4.0
-7.2451680641687535	-5.427149144630566	4.0
-9.38422867812535	-2.108753114432501	1.0
-8.08170995156718	-2.4469297328883215	1.0
-3.9527496139590115	-4.002886501313801	3.0
-3.9652049072652487	-0.06189663005378321	2.0
-6.8013567466441325	2.888924699034901	2.0
-4.217151186913075	-0.3414041793218924	2.0
-5.845252952708294	-2.4230955203528777	2.0
6.787681359110292	-5.825494854792193	0.0
6.079740630293931	-5.5388163234372385	0.0
7.479137385846535	-5.275678416235766	0.0
-5.472870321179221	-0.6797482134018944	2.0
-4.856778902944405	2.531867458127563	2.0
-4.5122073922513755	-3.9833209267071816	3.0
-8.545548455516535	-2.8512434633227226	1.0
4.992433076826787	-6.256752791985713	0.0
-3.428799260725826	-5.0656766805343025	3.0
-4.396242960576964	0.020557695374838536	2.0
-3.1623344509710107	2.1620166673638757	2.0
-8.977489806957305	-3.4767624530810757	1.0
-7.923287445026401	-3.8687587051528425	4.0
-2.342033987039784	-6.431829287425376	3.0
-8.30852168636302	-3.8116509140356474	1.0
-10.54541680448819	-4.250396380062619	1.0
-2.4875873035003213	-3.345640779028945	3.0
-6.517886014139817	1.0981380366105606	2.0
-9.551160534512166	-2.48162589925709	1.0
-5.634557168407803	-5.308276027239184	3.0
-5.414188744879766	-6.526408283488221	3.0
-11.304023630952008	-1.7917545951774339	1.0
-4.1906883606672825	2.2409071818377115	2.0
-4.1731226070184	-2.218086945196415	3.0
6.813417640160443	-4.821866999147046	0.0
-4.520992540616608	0.08368221792436203	2.0
6.891482342569157	-6.0266916566760935	0.0
-3.140465147953273	-3.61019660987685	3.0
-7.110877913192514	-6.493136537171535	4.0
-5.672802442459339	-2.4615985792800985	3.0
-3.86154727352588	-3.390250760989874	3.0
6.707098229935224	-7.6672166100005015	0.0
-3.4283797755279757	-3.9499361627194585	3.0
-8.477743699835735	-1.940138986693316	1.0
-8.748779101808125	-5.30202360278158	4.0
-3.594778769565355	1.4830232670056902	2.0
-4.4432538680758	0.565719588914415	2.0
6.557127772424186	-5.131567629072896	0.0
-9.812885249723891	-3.9398451120802473	1.0
7.021916680008289	-5.6660483855713295	0.0
-7.407779575866287	-7.923462695635385	4.0
-7.477490314321691	-6.458607857214128	4.0
7.106325910207322	-6.528915287448155	0.0
-4.325508348240419	0.08473988056300041	2.0
-5.630131644234308	0.6342075675349965	2.0
7.473908834650252	-6.826583700603111	0.0
-3.6628211680074	-4.386370544162427	3.0
-5.986150579573947	-0.4826793595018102	2.0
-7.421330662431459	-6.467621942083712	4.0
-9.340069103407231	-3.1084327954303532	1.0
6.657789991589275	-7.602911947811369	0.0
5.809172059384269	-4.9971846717488155	0.0
-5.898514827498909	0.16957956803207913	2.0
-7.485401660381171	-2.64612287247593	4.0
7.482424039712295	-7.145685945807827	0.0
-8.222027331999856	-3.895961057985894	4.0
-4.542725602550687	-2.295631826470742	3.0
-9.10980533703171	-2.4927274335111296	1.0
-5.035687433673942	-0.4778647517247163	2.0
-5.273737167775428	0.5473191931561088	2.0
-8.896716665372999	-1.1131977189547981	1.0
-9.238433744612934	-2.8652828345923473	1.0
-10.224430043180465	-2.028710024236488	1.0
-7.261608466781329	-5.688012058917815	4.0
-2.653973929708391	1.4954514327422292	2.0
-4.696678694513961	-3.4371503950673703	3.0
-9.809290490168376	-1.8147643752397986	1.0
-9.341485788905079	-2.7227368635984304	1.0
-5.937775566530888	-3.502891237624268	4.0
-3.3054878517045685	-3.389446917415675	3.0
-3.668114857784541	-4.513071066030371	3.0
-8.888507976638083	-2.783329019473072	1.0
-7.120032210786364	-6.208573981880824	4.0
-4.412217253166167	-2.668908065353478	3.0
7.203617972969926	-6.911816212453884	0.0
-3.8703718160559246	1.7209228676155943	2.0
-8.845741942936804	-4.671901686994572	4.0
-9.576842450922292	-2.3120370018478646	1.0
6.344560989457374	-6.135714898393468	0.0
-5.311428086669983	-0.05783600800898059	2.0
8.585574025132322	-7.396978864894242	0.0
-5.221316896118609	0.14026323618733616	2.0
-7.406902501126099	-3.3402284107009192	4.0
-9.394923557779363	-1.282105813690749	1.0
7.80220729658665	-6.74982864657904	0.0
-5.36157576775031	0.4706966562174951	2.0
-10.512792513382884	-2.246354391556899	1.0
7.057332348149192	-6.840022215142052	0.0
-4.846277407488325	0.6968341084001863	2.0
-3.3719116878401865	-5.01263081977546	3.0
-5.609578692562669	-7.069741699337738	4.0
-3.8138757240556496	-3.73095953622982	3.0
-11.089665946384866	-3.0400590865009653	1.0
-9.743269477356549	-4.644498566427818	1.0
-3.757529932168428	2.485330433086512	2.0
4.441571528336887	-6.873733897703983	0.0
-4.083708016573769	1.057716187514019	2.0
-6.000419586715491	-3.480534871228292	1.0
-8.885935082094127	-5.923269351995787	4.0
-6.308035257887279	-4.6316689262928925	4.0
-4.659070283082701	1.7969942862083341	2.0
-8.608643176658509	-2.9291393397390717	1.0
-6.500663700609508	-4.291577324729264	4.0
-2.943971750469693	-0.41042754346523336	2.0
-4.64476768828383	-3.0669052681051814	3.0
-5.341340412533659	-7.066492933616077	4.0
-3.337334563412846	-0.7968625351588758	2.0
-2.8452527605126647	-3.9842090386873266	3.0
6.058019616824589	-7.568457339939966	0.0
-6.4926216120516305	-6.4940840936327175	4.0
7.428158302641341	-6.093581917274929	0.0
-7.495296206117522	-4.911420825879239	4.0
-10.350575414513447	-4.222418742222817	1.0
-5.816430738656225	0.6489717803005546	2.0
-3.6575782980468894	-5.792152670969827	3.0
-9.24268211664114	-3.051039159784888	1.0
-7.957133821012387	-2.7371975127993826	4.0
-6.3206263232477395	-3.0724561981609253	1.0
-7.924919951304738	-4.861131725035853	4.0
-5.569087084758322	0.17313400759508502	2.0
-4.954807033751563	0.15430059649013173	2.0
-7.330047581316093	-4.00185103921971	4.0
-3.5073372690743176	-3.0835992514908623	3.0
-3.3414583750231506	1.4878265072768324	2.0
6.785048559353561	-5.134823968210604	0.0
-8.905959810106037	-4.022721077177016	1.0
-3.7705971941903886	0.041957686750440204	2.0
-5.485648015004158	2.6516190358421845	2.0
-5.118069901485668	1.671745608454491	2.0
-4.538876390913265	-2.7955743463646865	3.0
-7.632674290932227	-1.5955652195730818	1.0
-9.70186895112817	-7.151968001369899	4.0
-9.758636547098272	-2.7405569410770436	1.0
-3.2259891642562306	-0.11665027409643336	2.0
-7.099056571018425	-7.695434113019989	4.0
-5.902304185636011	0.9340557330003503	2.0
-7.917183132200043	-4.127056388404339	1.0
-4.318565069835323	-2.8315176138425215	3.0
6.825048482579047	-6.153263414103133	0.0
-2.9183481882824713	-0.3619216960888858	2.0
-2.984174264530753	-3.2637458606479886	3.0
-3.5867915638090166	-3.80473608098763	3.0
5.940521753772525	-5.811466668371343	0.0
-8.33481078056502	-3.7781166698787594	4.0
5.939060502162918	-5.948338989732264	0.0
-5.135233930299215	1.9904233697015947	2.0
-5.647661093665425	-1.2559807850835143	2.0
-3.683886987535232	-0.6553703849048991	2.0
-7.851832840339108	-3.3134421723154217	1.0
6.477922705296263	-6.563385426538738	0.0
-8.055343226947384	-2.812548791906097	1.0
5.508135813093064	-7.161252799700852	0.0
7.557200157704184	-9.243873551818817	0.0
8.115793969615574	-6.0336688804239005	0.0
-9.868309822929803	-0.9411523897113965	1.0
-3.476558375330249	-4.768657984558831	3.0
-7.467439654975749	2.7114081305256144	2.0
-5.893564398632202	-5.5871781362943524	4.0
-8.087980829485623	-6.452464669108106	4.0
-9.432873280060365	-1.8032697320437232	1.0
7.478745330775281	-4.488206519540607	0.0
-7.784191403711051	-6.087166774253858	4.0
-7.798183183048768	-4.576542957101949	4.0
-6.1476988866645605	0.6765543959988028	2.0
-2.795439594533737	-3.7900857462975974	3.0
-8.732228335302235	-4.832336061525671	4.0
-8.133279149187478	-3.194671336969937	4.0
-6.5001888436546675	1.4053428409392041	2.0
-6.06297076889454	-5.336600241524861	3.0
-3.6802740606413598	0.6225915397118966	2.0
-8.096444055130616	-5.2150122595738155	4.0
-7.8324326079082605	-4.728149246151303	4.0
-7.298931906264965	-4.969891613796861	4.0
-7.351818097342638	-5.006183026946084	4.0
-10.620114112609127	-4.11025796940016	1.0
7.665871668599194	-6.011491826211163	0.0
-7.204337657514336	-4.851762236955381	4.0
-8.740924212624295	-6.651617069049779	4.0
-5.678563924473508	-3.930281858112859	3.0
-9.248817792445024	-2.806424844171271	1.0
-4.408147426625721	-4.844182346750987	3.0
-5.161034078484596	-3.6971573264916175	4.0
-9.199838623735348	-2.859788769026698	1.0
-6.22461420212791	-0.5588875446777521	2.0
-7.922113942330478	-5.586701583810844	4.0
7.1990709873343235	-5.740487795935103	0.0
-9.500553172868218	-4.933210616203016	4.0
6.183144523677952	-4.373182738238343	0.0
-8.346244836071769	-4.019778459615764	4.0
6.729470001207542	-6.079530419184949	0.0
-3.0609835105055834	-2.928569276691652	3.0
-5.292453184422119	-3.497960511346152	3.0
-4.230629385594133	-4.619849902578965	3.0
-4.016593362487016	-4.368426411898118	3.0
-4.346501119314329	0.9936928379892985	2.0
-3.363523535000061	-3.973659718740351	3.0
-4.396126187400531	-4.285931291208086	3.0
-8.735077656404739	-3.843962226885079	1.0
-5.891261997738025	0.9545844918103098	2.0
-3.588733595040561	-5.399656414715673	3.0
-9.721866359266958	-3.694044820499932	1.0
-2.812299870874832	-4.803902149365134	3.0
-8.75210715250794	-4.42549911513136	4.0
-7.887088887038772	-3.5014447853891353	1.0
-3.8003348361727367	-3.008639860126127	3.0
-3.7075145484524765	0.5648055939939666	2.0
7.56372947845194	-6.83348367385353	0.0
-8.838466546042971	-2.486359643970452	1.0
-7.923456857209925	-4.794454121709344	4.0
-6.758661805244312	-6.3829968634023935	4.0
-9.131519034906162	-5.104864111877445	1.0
6.62277825280066	-5.36567934862884	0.0
-3.484455792556566	0.22719950761561464	2.0
-8.030368635846619	-3.7513749162512493	4.0
-7.890274762610095	-1.4142062674588667	1.0
-9.865090792158785	-2.338750507149942	1.0
-9.77641993645479	-4.610375327127828	1.0
-7.816395395708573	-3.5876059571595693	4.0
-8.999203344988237	-2.0237688876996165	1.0
6.209404402248566	-5.790515395369075	0.0
4.83785667343452	-3.8287715348585283	0.0
-6.642303718849474	-6.346984500469275	4.0
-3.273042425738961	-5.422097691284111	3.0
-9.594886217751187	-2.5663333420053465	1.0
-3.783855377217677	-3.786753801649122	3.0
-7.089241776040284	-4.84776724114755	4.0
-9.181994850631204	-3.0404614939731034	1.0
-7.557345904434089	-3.349308603127617	1.0
-4.370037667089621	-2.968301855388487	3.0
-5.385638830448756	-0.7153815045727514	2.0
-5.322368885539472	1.1688714703783618	2.0
-10.092279748895676	-3.7364210533621747	1.0
7.509567174736527	-8.252450774957682	0.0
-8.250346785489516	-6.175138416698783	4.0
-8.703481736361224	-3.7185417007278536	4.0
-4.568688608942692	1.046998484749685	2.0
-7.607273502866788	-4.06670070822525	4.0
-3.9248213450615923	4.042189631668477	2.0
